Portal_Rank,Name,Position,Year,Height,Weight,Hometown,ON3 Rating,IND Comparison,NIL Value,Date Entered,NIL_numeric,Ratings_Rank,Team,OBPR,DBPR,BPR,Poss,Box_OBPR,Box_DBPR,Box_BPR,Adj_Team_Off_Eff,Adj_Team_Def_Eff,Adj_Team_Eff_Margin,DBPR_score,OBPR_score,BPR_score,COMP_score,composite_score,score_source,tier
,Jalen Lee,SG,SO,6-4,180.0,"Mableton, GA",,82.00,,4/07/2026,,2964.0,Southern Utah,-2.37,-1.56,-3.93,524.0,-2.05,-0.98,-3.02,94.2,115.5,-21.3,16.133942161339423,15.784215784215785,0.2407704654895646,12.996941896024467,12.3973261880913,Full Metrics,Tier 1
,Bowen Hardman,SG,SR,6-3,160.0,"Cincinnati, OH",,81.80,,4/07/2026,,1910.0,Akron,1.22,-1.46,-0.24,1072.0,1.58,-2.17,-0.59,113.9,105.2,8.6,17.656012176560125,51.64835164835165,29.85553772070626,58.71559633027522,34.7529397763945,Full Metrics,Tier 1
,Cam Amboree,SG,SR,6-2,155.0,"Pearland, TX",,81.00,,4/20/2026,,2136.0,Southern,-0.42,-0.33,-0.74,1210.0,-0.25,-0.96,-1.21,99.7,108.8,-9.1,34.855403348554034,35.26473526473527,25.84269662921348,31.65137614678899,32.67459090346648,Full Metrics,Tier 1
,Micah Handlogten,C,SR,7-0,190.0,"Huntersville, NC",,81.00,Expected,,,291.0,Florida,2.36,2.26,4.62,900.0,2.12,2.66,4.78,122.6,96.1,26.5,74.27701674277017,63.036963036963044,68.86035313001605,86.08562691131498,72.15496211904929,Full Metrics,Tier 1
,Nate Calmese,SG,SR,6-3,170.0,"Gilbert, AZ",,80.00,,4/20/2026,,302.0,Wake Forest,3.54,1.01,4.55,1148.0,4.19,1.07,5.26,115.7,100.7,15.0,55.25114155251142,74.82517482517483,68.29855537720707,68.50152905198776,64.74169076053785,Full Metrics,Tier 1
,Chendall Weaver,SG,SR,6-3,165.0,"Mansfield, TX",,,,4/21/2026,,466.0,Texas,3.55,0.22,3.77,1219.0,1.67,1.63,3.29,127.0,107.9,19.1,43.22678843226789,74.92507492507494,62.03852327447832,74.77064220183486,59.645285089346785,Full Metrics,Tier 1
,Max Pikaar,PF,SO,6-11,200.0,Amsterdam,,,,4/21/2026,,2539.0,Southern Illinois,-2.44,0.61,-1.83,504.0,-2.3,0.45,-1.85,96.0,100.2,-4.2,49.16286149162862,15.084915084915089,17.094703049759225,39.14373088685015,32.72687361085959,Full Metrics,Tier 1
,Mikkel Tyne,SG,JR,5-10,180.0,"Cumberland, MD",,,,4/01/2026,,2116.0,Richmond,-0.14,-0.55,-0.69,980.0,-0.24,-0.54,-0.78,109.2,109.1,0.1,31.506849315068493,38.061938061938065,26.243980738362758,45.71865443425076,34.224818554322084,Full Metrics,Tier 1
,Derin Saran,PG,JR,6-3,180.0,"Asheville, NC",,,,4/09/2026,,1440.0,UC Irvine,-1.13,1.92,0.79,1768.0,-0.54,0.47,-0.07,99.1,95.2,3.9,69.10197869101978,28.171828171828174,38.121990369181376,51.52905198776758,50.03750439136637,Full Metrics,Tier 1
,MJ Thomas,SF,SO,6-5,,"Calvert, TX",,,,4/07/2026,,1092.0,New Orleans,1.44,0.19,1.63,1508.0,1.73,0.61,2.34,105.0,110.4,-5.4,42.77016742770168,53.846153846153854,44.86356340288924,37.30886850152905,45.13864838842634,Full Metrics,Tier 1
,Trey Campbell,PG,SR,6-4,195.0,"Cedar Falls, IA",,,,4/17/2026,,285.0,Northern Iowa,2.11,2.56,4.68,1908.0,2.27,1.24,3.51,106.8,94.9,11.9,78.84322678843228,60.53946053946055,69.34189406099517,63.761467889908246,70.10475484592332,Full Metrics,Tier 1
,Kenyon Giles,PG,SR,5-11,165.0,"Chesapeake, VA",,,,4/17/2026,,392.0,Wichita State,3.1,1.0,4.1,2190.0,3.13,0.3,3.43,110.4,98.0,12.4,55.09893455098935,70.42957042957045,64.68699839486356,64.52599388379204,62.26326518932987,Full Metrics,Tier 1
,AJ Smith,SG,SR,6-3,190.0,"Charlotte, NC",,,,4/17/2026,,703.0,Bradley,1.31,1.48,2.79,1445.0,1.15,1.18,2.33,110.5,102.5,8.0,62.40487062404871,52.54745254745255,54.173354735152486,57.798165137614674,57.60320710415532,Full Metrics,Tier 1
,Demari Williams,SG,SR,6-6,210.0,"Glendale, AZ",,,Expected,,,2258.0,Houston Christian,0.11,-1.17,-1.06,995.0,1.3,-0.81,0.49,98.3,113.1,-14.8,22.070015220700157,40.55944055944057,23.274478330658102,22.935779816513758,27.06312886674889,Full Metrics,Tier 1
,Dionjahe Thomas,PF,RS-JR,6-8,236.0,"Houma, LA",,,Expected,,,2886.0,Jackson State,-1.7,-1.67,-3.37,736.0,-2.35,-0.55,-2.9,97.3,122.0,-24.6,14.459665144596656,22.47752247752248,4.735152487961475,7.951070336391439,13.542937725270292,Full Metrics,Tier 1
,Cam Thrower,SG,RS-JR,6-3,180.0,"Studio City, CA",,,,3/27/2026,,1798.0,Penn,0.19,-0.2,-0.01,764.0,-0.2,-0.82,-1.02,105.6,102.7,2.9,36.83409436834095,41.358641358641364,31.701444622792934,49.99999999999999,38.91358701155531,Full Metrics,Tier 1
,Karson Templin,PF,JR,6-6,205.0,"Lucas, TX",,,Expected,,,354.0,Utah State,2.6,1.66,4.26,1156.0,2.13,1.39,3.52,120.6,99.6,21.0,65.14459665144597,65.43456543456544,65.97110754414125,77.67584097859327,67.26207767483699,Full Metrics,Tier 1
,Josh Dixon,PG,FR,6-1,165.0,"Milton, GA",,,Expected,,,2475.0,Milwaukee,0.56,-2.15,-1.6,1000.0,-0.34,-0.57,-0.91,106.8,120.0,-13.2,7.153729071537292,45.05494505494506,18.940609951845904,25.382262996941897,21.720689332261646,Full Metrics,Tier 1
,Max Burton,PF,SR,6-9,230.0,"Williamston, MI",,,,3/30/2026,,2204.0,Western Michigan,-0.16,-0.73,-0.89,1196.0,-0.15,-0.33,-0.49,103.7,115.5,-11.9,28.767123287671236,37.862137862137864,24.638844301765648,27.370030581039753,30.005657228112053,Full Metrics,Tier 1
,KJ Thomas,PG,SO,6-1,175.0,"Canyon, TX",,,Expected,,,2179.0,UTEP,-0.73,-0.1,-0.84,1346.0,-0.57,-0.0,-0.57,99.4,108.1,-8.7,38.35616438356165,32.167832167832174,25.040128410914924,32.26299694189602,33.23189901885009,Full Metrics,Tier 1
,TJ Johnson,SF,RS-JR,6-6,195.0,"Temple, TX",,,Expected,,,1906.0,VMI,1.03,-1.27,-0.24,1792.0,1.87,0.28,2.15,96.0,121.8,-25.9,20.547945205479454,49.75024975024976,29.85553772070626,5.963302752293579,27.52234347673951,Full Metrics,Tier 1
,Zaon Collins,PG,JR,6-1,165.0,"Las Vegas, NV",,,Expected,,,825.0,Fresno State,1.46,0.98,2.45,1350.0,0.95,1.17,2.12,105.9,104.0,2.0,54.79452054794521,54.04595404595405,51.444622792937395,48.62385321100917,53.01179927090545,Full Metrics,Tier 1
,Jayden Fort,PF,SO,6-8,210.0,"Washington, DC",,,,4/01/2026,,1678.0,Georgetown,0.03,0.21,0.24,752.0,0.18,-0.1,0.08,110.3,101.7,8.6,43.074581430745816,39.76023976023976,33.70786516853932,58.71559633027522,42.718804995607414,Full Metrics,Tier 1
,Josiah Davis,PG,SR,6-1,190.0,"Scott Depot, WV",,,Expected,,,1540.0,Cal State Northridge,0.99,-0.46,0.53,2062.0,1.78,0.11,1.89,104.2,109.5,-5.3,32.87671232876713,49.350649350649356,36.03531300160513,37.461773700305805,38.31467592453609,Full Metrics,Tier 1
,Ja'Corey Robinson,PG,FR,6-6,205.0,"Topeka, KS",,,,4/01/2026,,1445.0,Austin Peay,0.24,0.53,0.77,818.0,0.22,0.78,1.0,108.9,105.4,3.5,47.945205479452056,41.85814185814186,37.96147672552166,50.917431192660544,44.872527680319706,Full Metrics,Tier 1
,Ramone Seals,SF,SO,6-5,190.0,"Tampa, FL",,,,4/01/2026,,1628.0,Kennesaw State,-0.25,0.59,0.34,626.0,0.2,-0.1,0.1,107.7,100.7,7.0,48.858447488584474,36.96303696303697,34.51043338683788,56.26911314984709,44.12659188603767,Full Metrics,Tier 1
,Christian Alston,SF,SO,6-5,165.0,"Memphis, TN",,,,4/06/2026,,2968.0,Abilene Christian,-3.39,-0.57,-3.96,530.0,-3.33,-0.24,-3.57,86.3,109.2,-22.9,31.202435312024356,5.594405594405593,0.0,10.550458715596335,15.462144330750592,Full Metrics,Tier 1
,Sharod Barnes,SG,FR,6-2,170.0,"West Bloomfield, MI",,,,4/07/2026,,2847.0,Western Michigan,-2.11,-1.02,-3.13,576.0,-2.61,-0.12,-2.73,96.8,117.0,-20.2,24.353120243531205,18.381618381618384,6.66131621187801,14.678899082568808,17.870750797578,Full Metrics,Tier 1
,Jaxon Prunty,SG,RS-FR,6-5,170.0,"Charlotte, NC",,,,4/07/2026,,1848.0,College of Charleston,0.68,-0.79,-0.11,850.0,-0.36,-1.14,-1.5,110.6,107.0,3.6,27.853881278538815,46.25374625374626,30.89887640449438,51.0703363914373,36.545314814466565,Full Metrics,Tier 1
226.0,Quadir Martin,PF,SO,6-5,215.0,"Staten Island, NY",92.0,,Expected,,,,,,,,,,,,,,,,,,,92.0,ON3 Only,Tier 2
221.0,Mihailo Petrovic,PG,FR,6-3,,Belgrade,91.0,,,4/11/2026,,,,,,,,,,,,,,,,,,91.0,ON3 Only,Tier 2
223.0,Daeshun Ruffin,PG,RS-SR,5-9,160.0,"Jackson, MS",91.0,,Expected,,,,,,,,,,,,,,,,,,,91.0,ON3 Only,Tier 2
,Ryan Blount,SF,SO,6-6,205.0,"Oviedo, FL",90.0,,Expected,,,,,,,,,,,,,,,,,,,90.0,ON3 Only,Tier 2
,Ja'Quay Randolph,C,JR,6-10,240.0,"Tallahassee, FL",89.0,,,3/17/2026,,,,,,,,,,,,,,,,,,89.0,ON3 Only,Tier 2
,Lazerek Houston,PG,FR,6-0,155.0,"Lincoln, NE",89.0,,Expected,,,,,,,,,,,,,,,,,,,89.0,ON3 Only,Tier 2
,Bernie Blunt III,PG,SR,5-11,180.0,"Morgantown, PA",89.0,,,3/24/2026,,,,,,,,,,,,,,,,,,89.0,ON3 Only,Tier 2
,Daquan Davis,PG,SO,6-1,173.0,"Baltimore, MD",89.0,92.21,Expected,,,,,,,,,,,,,,,,,,,89.0,ON3 Only,Tier 2
,Anthony Robinson,PF,JR,6-10,230.0,"Peachtree City, GA",89.0,82.25,Expected,,,,,,,,,,,,,,,,,,,89.0,ON3 Only,Tier 2
,JoJo Wallace,SG,SO,6-3,180.0,"Milford, CT",89.0,,,3/17/2026,,,,,,,,,,,,,,,,,,89.0,ON3 Only,Tier 2
,Trey Simmons,SG,SO,6-1,,"Gaithersburg, MD",88.0,,Expected,,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Robert Davis,SG,JR,6-6,175.0,"Detroit, MI",88.0,,,3/24/2026,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Justin Payne,SG,SO,5-11,,"Athens, GA",88.0,,Expected,,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Tre Norman,SG,JR,6-3,175.0,"Worcester, MA",88.0,92.63,,3/31/2026,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Marqus Mitrovic Marion,PF,RS-SO,6-8,210.0,Copenhagen,88.0,84.67,,3/26/2026,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Jevon Hill,PF,SR,6-9,190.0,"Wichita, KS",88.0,,Expected,,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Mike Mora,SG,RS-SO,6-6,210.0,"Palo Alto, CA",88.0,,,3/11/2026,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Antonio Pusateri,PF,JR,6-7,200.0,"San Francisco, CA",88.0,,Expected,,,,,,,,,,,,,,,,,,,88.0,ON3 Only,Tier 2
,Will Fowler,SG,SO,6-2,,"Greenville, SC",87.0,,Expected,,,,,,,,,,,,,,,,,,,87.0,ON3 Only,Tier 2
,Alfred Worrell,SG,SR,6-4,200.0,"Silver Spring, MD",87.0,,Expected,,,,,,,,,,,,,,,,,,,87.0,ON3 Only,Tier 2
,Jahki Howard,SF,SO,6-6,180.0,"Boston, MA",87.0,94.05,Expected,,,,,,,,,,,,,,,,,,,87.0,ON3 Only,Tier 2
,Reid Ducharme,SG,JR,6-6,180.0,"Boston, MA",86.0,92.12,Expected,,,,,,,,,,,,,,,,,,,86.0,ON3 Only,Tier 2
,Travonne Jackson,SG,RS-JR,6-7,195.0,"Akron, OH",85.0,,,3/31/2026,,,,,,,,,,,,,,,,,,85.0,ON3 Only,Tier 2
,Omar Adegbola,SG,RS-SO,6-4,205.0,"Houston, TX",85.0,,Expected,,,,,,,,,,,,,,,,,,,85.0,ON3 Only,Tier 2
,Tyler Wagner,SG,FR,6-5,175.0,"Minneapolis, MN",85.0,,Expected,,,,,,,,,,,,,,,,,,,85.0,ON3 Only,Tier 2
,Vincent Iwuchukwu,C,SR,6-11,220.0,"San Antonio, TX",,97.39,,4/20/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Isaiah Miranda,PF,SR,7-1,205.0,"Pawtucket, RI",,96.33,,4/17/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Niko Bundalo,PF,FR,6-10,205.0,"Uniontown, OH",,96.27,,4/21/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Sam Walters,PF,JR,6-9,180.0,"The Villages, FL",,94.32,,4/02/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Papa Kante,C,JR,6-10,225.0,"South Kent, CT",,93.49,,4/09/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Dylan Anderson,PF,RS-JR,7-0,215.0,"Gilbert, AZ",,93.03,,4/09/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Jordan Butler,PF,JR,7-0,240.0,"Greenville, SC",,92.91,,3/23/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Emmanuel Stephen,C,SO,7-0,215.0,"Glendale, AZ",,92.83,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Macaleab Rich,PF,JR,6-7,225.0,"East St. Louis, IL",,91.69,,4/14/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Jack McCaffery,PF,FR,6-8,200.0,"Iowa City, IA",,91.23,,3/17/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Kebba Njie,PF,SR,6-10,237.0,"La Porte, IN",,90.07,,4/09/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Jevon Porter,PF,SR,6-11,230.0,"Columbia, MO",,88.69,,4/19/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Steven Solano,C,SO,6-11,230.0,"Virginia Beach, VA",,88.00,,4/08/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Cameron Barnes,PF,JR,6-10,210.0,"Dallas, TX",,87.67,,4/17/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Godswill Erheriene,C,SO,6-9,225.0,"Glen Head, NY",,87.16,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Amdy Ndiaye,PF,SO,6-9,205.0,"Glen Head, NY",,86.17,,4/16/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Gai Chol,C,JR,7-0,235.0,"Decatur, GA",,86.17,Expected,,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Sam Murray,PF,SR,6-7,190.0,"Gulfport, MS",,85.92,,4/15/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Emeka Opurum,C,SO,7-0,200.0,Lagos,,85.86,,4/22/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Devin Curtis,PF,JR,6-11,210.0,"Northridge, CA",,85.53,,4/08/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Justin Houser,C,FR,6-11,,"Camp Hill, PA",,85.33,,4/09/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Stephen Osei,C,SO,6-9,200.0,"Toronto, ON",,85.28,,3/30/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Jarred Hall,PF,JR,6-7,190.0,"Lebanon, TN",,85.17,,4/21/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Isaiah Manning,PF,RS-SO,6-7,200.0,"Mansfield, TX",,85.05,Expected,,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Maurice Vassel,PF,SO,6-9,160.0,"Bronx, NY",,84.75,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Braden Pierce,C,JR,7-0,230.0,"Woodstock, GA",,84.35,,4/08/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Dennis Scott,PF,SO,6-8,,"Atlanta, GA",,83.55,,4/09/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Gavin Marrs,PF,JR,6-11,200.0,"Ellensburg, WA",,83.50,Expected,,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Christian Nitu,PF,SO,6-11,200.0,"Toronto, ON",,83.50,,4/09/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Donovan Raymond,PF,JR,6-9,205.0,"Charlotte, NC",,83.28,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Nico Onyekwere,C,FR,7-1,240.0,"Glen Head, NY",,83.25,,4/08/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Richard Brisco,PF,SO,6-7,210.0,"Roselle, NJ",,83.05,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Kyran Ratliff,PF,SR,6-8,190.0,"Shreveport, LA",,83.00,,4/13/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Sultan Adewale,PF,JR,6-7,205.0,"Saint Louis, MO",,82.25,,4/06/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Jeremiah Nyarko,PF,SR,6-8,205.0,"Bellflower, CA",,82.00,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,William Patterson,C,RS-SO,7-1,220.0,"Brooklyn, NY",,81.25,,4/09/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Karim Rtail,PF,FR,6-8,210.0,Klaipeda,,,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Tafara Gapare,PF,SR,6-9,205.0,"Kent, CT",,,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Godslove Nwabude,PF,SO,6-9,,"Lanham, MD",,,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Jonah Funk,PF,FR,6-9,180.0,"El Paso, IL",,,,4/14/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,AJ LaBeau,PF,RS-SO,7-0,215.0,"Boise, ID",,,,3/16/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Henri Adiassa,C,RS-JR,6-11,240.0,"Santa Monica, CA",,,,3/30/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Ron Jessamy,PF,JR,6-8,200.0,"Mouth Of Wilson, VA",,,Expected,,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Paul Mbiya,C,FR,6-11,240.0,Kinshasa,,,Expected,,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Xander Wedlow,C,SO,6-9,225.0,"Detroit, MI",,,Expected,,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
,Darkaun King,PF,SO,6-6,230.0,"Dallas, TX",,,,4/07/2026,,,,,,,,,,,,,,,,,,,Physical Profile Only,Tier 3 - Development
